INSTNM,STABBR,PREDDEG,ST_FIPS,REGION,SAT_AVG,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,COSTT4_A,AVGFACSAL,C150_4,PFTFTUG1_EF,C150_4_WHITE,C150_4_BLACK,C200_4,PCTFLOAN,DEBT_MDN
CUNY Brooklyn College,NY,3,36,2,1105,13380,0.3108,0.2149,0.2288,0.1919,0.0019,0.0017,0.0161,0.0338,0,14021,10251,0.5092,0.3773,0.5624,0.3882,0.5406,0.1568,7750
Canisius College,NY,3,36,2,1103,2485,0.7292,0.0829,0.0656,0.0229,0.0032,0.002,0.0165,0.0414,0.0362,46598,8552,0.7078,0.8361,0.7373,0.541,0.6865,0.6833,20500
SUNY College at Oswego,NY,3,36,2,1102,7113,0.7239,0.0841,0.1123,0.028,0.002,0.0011,0.027,0.0194,0.0022,22822,6804,0.657,0.672,0.6714,0.5714,0.6424,0.6793,16900
SUNY College at Plattsburgh,NY,3,36,2,1094,5146,0.6652,0.0762,0.1133,0.0233,0.0043,0.0006,0.02,0.0602,0.0369,22718,6970,0.6342,0.6762,0.6509,0.5224,0.6254,0.6208,17000
CUNY Queens College,NY,3,36,2,1090,15426,0.2728,0.092,0.2846,0.276,0.0033,0.0051,0.013,0.0533,0,14340,10157,0.5996,0.3509,0.6686,0.5,0.6029,0.1216,7750
St John's University-New York,NY,3,36,2,1089,11757,0.3684,0.1736,0.1002,0.1679,0.0044,0.0041,0.0501,0.0561,0.0752,51345,12260,0.58,0.8834,0.6644,0.49,0.6046,0.4297,19999
SUNY at Albany,NY,3,36,2,1087,12955,0.4699,0.1714,0.1609,0.0851,0.0017,0.0011,0.0304,0.0572,0.0223,23777,9200,0.6591,0.6646,0.6386,0.7615,0.671,0.5843,15749.5
School of Visual Arts,NY,3,36,2,1084,3602,0.2604,0.0411,0.1172,0.1358,0.0011,0.0006,0.0144,0.407,0.0225,53689,4806,0.6387,0.7376,0.6044,0.5833,0.6667,0.3967,23750
SUNY Oneonta,NY,3,36,2,1082,5708,0.7665,0.0375,0.1247,0.0233,0.0025,0.0007,0.0217,0.0095,0.0137,22769,6597,0.7224,0.66,0.7476,0.6944,0.7377,0.6292,18482
Molloy College,NY,3,36,2,1079,3562,0.591,0.1188,0.1645,0.0747,0.0048,0.0031,0.0149,0.0042,0.0241,42239,10599,0.7442,0.5752,0.786,0.5278,0.7117,0.7778,23000
Saint John Fisher College,NY,3,36,2,1078,2741,0.8431,0.0376,0.0427,0.0354,0.0026,0.0007,0.0186,0.0015,0.0179,43779,8997,0.7315,0.7394,0.7468,0.5217,0.7047,0.7543,20500
New York Institute of Technology,NY,3,36,2,1077,3537,0.2304,0.0817,0.1532,0.164,0.002,0.0037,0.0269,0.149,0.1891,45169,11504,0.4351,0.6824,0.4712,0.3429,0.4751,0.47,17140
SUNY at Purchase College,NY,3,36,2,1077,3901,0.5265,0.111,0.1917,0.0354,0.0031,0.0015,0.0487,0.0195,0.0625,25310,7221,0.619,0.6327,0.5939,0.6667,0.6798,0.5119,18000
SUNY Cortland,NY,3,36,2,1073,6292,0.7258,0.0604,0.1227,0.0141,0.0027,0.0006,0.0238,0.0065,0.0432,23798,6505,0.7445,0.654,0.7741,0.5946,0.6749,0.678,17500
Marymount Manhattan College,NY,3,36,2,1072,2027,0.5831,0.0957,0.1658,0.039,0.0099,0.0005,0.0109,0.0464,0.0488,49721,8399,0.4461,0.7643,0.4846,0.2195,0.4486,0.6566,17583
Long Island University,NY,3,36,2,1072,3123,0.4669,0.1207,0.1476,0.0423,0.0016,0.0003,0.0163,0.0759,0.1284,49203,11236,0.4606,0.5336,0.5108,0.3248,0.4249,0.3146,19000
Pace University,NY,3,36,2,1064,8384,0.506,0.1072,0.1405,0.0802,0.0019,0.0007,0.0373,0.1007,0.0255,58188,8810,0.5861,0.7656,0.6334,0.4805,0.5631,0.5426,19400
St Bonaventure University,NY,3,36,2,1061,1610,0.6894,0.0584,0.0752,0.041,0.0031,0.0006,0.0261,0.0286,0.0776,44535,5708,0.6377,0.9019,0.6557,0.5,0.6892,0.6732,22500
Roberts Wesleyan College,NY,3,36,2,1057,1266,0.7283,0.1051,0.0537,0.0237,0.0008,0,0.0379,0.0355,0.015,41955,6391,0.5911,0.7314,0.6398,0.4667,0.6422,0.7455,19335
Niagara University,NY,3,36,2,1042,3045,0.7172,0.0506,0.043,0.0131,0.0072,0.0003,0.024,0.1232,0.0213,42261,8536,0.6677,0.7567,0.6967,0.5333,0.6518,0.6375,21500
Alfred University,NY,3,36,2,1038,1725,0.6597,0.0974,0.0765,0.0209,0.0041,0,0.0267,0.0174,0.0974,41421,6371,0.6084,0.8598,0.664,0.4186,0.5538,0.7741,22500
SUNY at Fredonia,NY,3,36,2,1034,4352,0.7679,0.0689,0.0749,0.0188,0.0057,0.0005,0.026,0.0182,0.0191,22935,6937,0.6186,0.7494,0.6442,0.3673,0.6805,0.7211,19500
SUNY College at Brockport,NY,3,36,2,1029,7066,0.7068,0.1115,0.0658,0.02,0.0024,0.0003,0.0236,0.01,0.0596,21217,7340,0.6813,0.5617,0.6951,0.5397,0.6922,0.6858,15092
St. Joseph's College-New York,NY,3,36,2,1017,3982,0.6102,0.0949,0.1339,0.0289,0.0028,0.0013,0.0156,0,0.1125,30008,8913,0.7245,0.4653,0.7634,0.5385,0.6884,0.5539,15000
SUNY College of Agriculture and Technology at Cobleskill,NY,3,36,2,1011,2271,0.7028,0.122,0.1101,0.0128,0.0044,0.0009,0.0295,0.0145,0.0031,22766,6605,0.4129,0.544,0.4316,0.358,0.4634,0.678,10864.5
Wells College,NY,3,36,2,1005,507,0.6252,0.1321,0.1282,0.0158,0.0039,0.002,0.002,0,0.0907,52211,6682,0.5305,0.8919,0.5825,0.2857,0.5806,0.8899,22750
Iona College,NY,3,36,2,1005,3120,0.5564,0.0981,0.2298,0.0234,0.0022,0.0016,0.0173,0.0269,0.0442,48518,9406,0.6831,0.9043,0.7482,0.5091,0.595,0.5741,19250
Hartwick College,NY,3,36,2,1004,1382,0.6512,0.0897,0.0781,0.0289,0.008,0.0007,0,0.0289,0.1143,53476,8159,0.5975,0.9178,0.6395,0.4348,0.5833,0.7751,23250
CUNY Lehman College,NY,3,36,2,995,10311,0.0581,0.268,0.5703,0.0617,0.0018,0.0018,0.008,0.0303,0,14483,9789,0.4362,0.2392,0.4,0.3926,0.4306,0.2214,7499
Mount Saint Mary College,NY,3,36,2,991,2106,0.6349,0.0755,0.1648,0.0247,0.0033,0.0014,0.0157,0.0047,0.075,42529,8352,0.5372,0.6443,0.5588,0.44,0.588,0.7242,20000
CUNY John Jay College of Criminal Justice,NY,3,36,2,980,12175,0.1666,0.168,0.5044,0.1087,0.0033,0.0041,0.0154,0.0294,0,14253,10087,0.4383,0.4542,0.4241,0.4354,0.4768,0.146,7500
Cazenovia College,NY,3,36,2,976,991,0.669,0.0807,0.0595,0.0071,0.0071,0,0.0212,0.0061,0.1493,46758,7039,0.435,0.721,0.4777,0.4615,0.5548,0.834,19500
Farmingdale State College,NY,3,36,2,974,8591,0.5903,0.0979,0.1841,0.0809,0.0019,0.004,0.0213,0.0161,0.0036,15256,8155,0.4869,0.5047,0.5008,0.4857,0.4624,0.3093,11250
SUNY College at Old Westbury,NY,3,36,2,972,4086,0.3069,0.28,0.2452,0.1028,0.0029,0.0034,0.0264,0.0103,0.022,18627,8363,0.4308,0.4058,0.4649,0.4198,0.4076,0.447,13000
D'Youville College,NY,3,36,2,970,1652,0.7385,0.086,0.0448,0.0412,0.0036,0,0.0206,0.0188,0.0466,34728,6546,0.4457,0.5,0.5023,0.1579,0.463,0.6562,19500
Keuka College,NY,3,36,2,953,1722,0.7538,0.0877,0.0465,0.0064,0.0052,0.0012,0.0186,0.0244,0.0563,45277,6537,0.6,0.6261,0.6571,0.1875,0.4667,0.8044,18750
St. Thomas Aquinas College,NY,3,36,2,941,1152,0.5035,0.1094,0.237,0.0269,0.0009,0.0009,0.0095,0.0295,0.0825,41950,8946,0.6172,0.7405,0.6461,0.5263,0.6364,0.4098,17750
LIM College,NY,3,36,2,938,1499,0.535,0.1461,0.1027,0.066,0.0087,0.0047,0.0167,0.06,0.06,44156,5998,0.5452,0.5889,0.6095,0.5091,0.4966,0.6125,18000
The College of New Rochelle,NY,3,36,2,937,2896,0.0739,0.3957,0.1519,0.0307,0.0017,0.0021,0.0117,0.0028,0.3294,47286,6659,0.3512,0.6074,0.3158,0.5,0.3082,0.6592,16500
St Francis College,NY,3,36,2,937,2539,0.4002,0.1894,0.2068,0.0425,0.0055,0.011,0.0264,0.0567,0.0614,29440,9271,0.5242,0.7131,0.565,0.4074,0.5671,0.4892,16050
Concordia College-New York,NY,3,36,2,933,882,0.3209,0.2063,0.2381,0.0363,0.0045,0.0011,0.0238,0.1429,0.0261,39866,6025,0.5362,0.5018,0.6269,0.3913,0.4808,0.6106,23500
Nyack College,NY,3,36,2,920,1439,0.1987,0.2967,0.3155,0.0737,0.0083,0.0035,0.0174,0.0598,0.0264,37386,6778,0.3503,0.4677,0.5976,0.2088,0.419,0.7877,15645
Medaille College,NY,3,36,2,906,1282,0.6537,0.1661,0.0757,0.0187,0.0179,0.0031,0,0,0.0647,33693,5455,0.4271,0.6309,0.4788,0.3167,0.4041,0.7701,15000
Dominican College of Blauvelt,NY,3,36,2,890,1461,0.3498,0.1615,0.3005,0.0589,0,0.0068,0.0267,0.0137,0.0821,39491,8168,0.4255,0.5816,0.4821,0.35,0.3947,0.7268,14250
College of Mount Saint Vincent,NY,3,36,2,886,1683,0.2543,0.1515,0.3981,0.0915,0.0006,0,0.041,0.0184,0.0446,30520,8341,0.5517,0.7758,0.6435,0.4906,0.5749,0.808,25000
CUNY York College,NY,3,36,2,885,7140,0.0584,0.3754,0.2602,0.23,0.0098,0.0095,0.0113,0.0454,0,14470,9505,0.3032,0.5132,0.2805,0.3274,0.3438,0.118,6114.5
SUNY Buffalo State,NY,3,36,2,885,8360,0.4725,0.311,0.1304,0.0294,0.0051,0.0012,0.0355,0.0141,0.0007,20172,7729,0.4993,0.6718,0.5087,0.4912,0.4665,0.6357,13500
Case Western Reserve University,OH,3,39,3,1408,5048,0.5026,0.0422,0.062,0.1987,0.0008,0.0008,0.0469,0.1238,0.0222,61371,10921,0.8214,0.9634,0.8361,0.6939,0.8143,0.4618,22000
Oberlin College,OH,3,39,3,1364,2895,0.6611,0.0539,0.0763,0.039,0,0.001,0.0722,0.0912,0.0052,66870,10956,0.8516,0.9597,0.8681,0.8036,0.8837,0.34,24931.5
Kenyon College,OH,3,39,3,1359,1688,0.7299,0.035,0.0462,0.0361,0,0,0.0758,0.0462,0.0308,64360,8659,0.9048,0.9838,0.9215,0.7,0.8945,0.2928,17000
Denison University,OH,3,39,3,1318,2261,0.6568,0.0663,0.0946,0.0402,0.0004,0.0009,0.0389,0.0854,0.0164,60604,8800,0.8026,0.9681,0.8164,0.6905,0.8262,0.4392,23250
Ohio State University-Main Campus,OH,3,39,3,1296,44762,0.6947,0.0549,0.0384,0.064,0.0012,0.0006,0.0312,0.0797,0.0355,25173,12010,0.8367,0.7558,0.8438,0.7382,0.849,0.4141,15500
Miami University-Oxford,OH,3,39,3,1276,16597,0.7482,0.0314,0.0409,0.0216,0.0021,0.0003,0.0333,0.1181,0.004,29413,9089,0.7843,0.9406,0.7956,0.7239,0.7977,0.3566,16500
The College of Wooster,OH,3,39,3,1219,1980,0.6742,0.0823,0.05,0.048,0.0146,0.001,0,0.1086,0.0212,57466,8281,0.7601,1,0.7708,0.8113,0.7587,0.5054,21500
Cedarville University,OH,3,39,3,1188,3064,0.8711,0.0144,0.0336,0.0199,0.0042,0,0.0294,0.0173,0.0101,36503,7209,0.7249,0.8849,0.7276,0.5714,0.706,0.4661,16000
University of Dayton,OH,3,39,3,1185,8261,0.793,0.0278,0.0366,0.0138,0.0008,0.0006,0.0203,0.0948,0.0122,53530,8487,0.7526,0.945,0.77,0.5248,0.7668,0.468,23000
University of Cincinnati-Main Campus,OH,3,39,3,1164,24846,0.746,0.0728,0.0296,0.0349,0.0015,0.0006,0.0327,0.0438,0.038,26683,9600,0.6802,0.7837,0.6874,0.5377,0.7225,0.486,14000
Ohio Northern University,OH,3,39,3,1160,2088,0.7993,0.0417,0.0096,0.0134,0.0019,0,0.0259,0.0311,0.0771,43558,8668,0.778,0.8899,0.7865,0.6842,0.6573,0.7763,24466
Franciscan University of Steubenville,OH,3,39,3,1157,2038,0.817,0.0069,0.1075,0.0191,0.0025,0.0005,0.0211,0.0088,0.0167,35979,7483,0.7617,0.7837,0.783,1,0.7467,0.6139,19500
Xavier University,OH,3,39,3,1146,4500,0.7213,0.0931,0.0524,0.026,0.0016,0.0016,0.0391,0.0209,0.044,49220,8597,0.7198,0.9258,0.7404,0.53,0.7121,0.5666,21500
Capital University,OH,3,39,3,1135,2600,0.7481,0.0985,0.0415,0.0115,0.0019,0.0008,0.0458,0.0192,0.0327,45065,8494,0.593,0.7889,0.6201,0.4324,0.5997,0.8394,20091
John Carroll University,OH,3,39,3,1116,2964,0.8451,0.0442,0.0358,0.0229,0.0013,0,0.0182,0.0209,0.0115,51068,8868,0.7639,0.912,0.7848,0.6667,0.7221,0.6225,22477.5
Otterbein University,OH,3,39,3,1106,2382,0.7813,0.06,0.0239,0.021,0.0021,0.0004,0.0449,0.0105,0.0558,43871,7406,0.585,0.8625,0.6134,0.4375,0.5933,0.6364,21635
Ohio University-Main Campus,OH,3,39,3,1091,23344,0.8353,0.0537,0.0283,0.01,0.0021,0.0007,0.0349,0.0224,0.0127,27183,9088,0.6386,0.7253,0.6505,0.5541,0.6856,0.5697,13000
Marietta College,OH,3,39,3,1090,1076,0.6691,0.0511,0.0214,0.0121,0.0037,0.0019,0.0325,0.1673,0.0409,46793,6565,0.6098,0.9074,0.6159,0.48,0.6416,0.6404,21500
Cleveland Institute of Art,OH,3,39,3,1086,613,0.6917,0.0897,0.0522,0.0359,0.0033,0,0.0326,0.0946,0,54615,5965,0.634,0.8564,0.6694,0.6154,0.6505,0.7228,27000
University of Toledo,OH,3,39,3,1070,15145,0.6891,0.115,0.0489,0.0209,0.0016,0.0006,0.0277,0.0666,0.0297,23464,8637,0.4265,0.7472,0.5161,0.1917,0.4666,0.4954,13000
Kent State University at Kent,OH,3,39,3,1067,22907,0.7481,0.089,0.0333,0.0153,0.0015,0.0006,0.0351,0.0514,0.0257,24231,8800,0.5542,0.7922,0.5745,0.3689,0.581,0.6013,17125
University of Mount Union,OH,3,39,3,1056,2109,0.7933,0.0706,0.0275,0.0085,0.0071,0.0009,0.0318,0.0038,0.0564,40402,7868,0.5889,0.9185,0.6099,0.4103,0.635,0.7613,22500
Ashland University,OH,3,39,3,1051,3559,0.7614,0.1304,0.0303,0.0056,0.0048,0.0008,0.0188,0.0225,0.0253,32390,6901,0.625,0.7888,0.6524,0.4167,0.5667,0.4774,18750
Mount Vernon Nazarene University,OH,3,39,3,1050,1720,0.8512,0.0436,0.0273,0.0041,0,0.0012,0.0233,0.0081,0.0413,37167,6172,0.5799,0.874,0.6085,0.1667,0.5831,0.5705,17558.5
University of Akron Main Campus,OH,3,39,3,1049,15630,0.7462,0.1198,0.0254,0.0239,0.0019,0.0004,0.0395,0.0234,0.0196,23039,9403,0.3845,0.8101,0.4496,0.1564,0.4454,0.537,15500
The University of Findlay,OH,3,39,3,1047,2723,0.8094,0.0364,0.025,0.0118,0.0007,0,0.0257,0.0867,0.0044,42428,7262,0.6358,0.8474,0.6598,0.36,0.5601,0.5186,18500
Cleveland State University,OH,3,39,3,1029,11752,0.6339,0.1749,0.0536,0.035,0.0024,0.0012,0.0323,0.0511,0.0156,22462,9248,0.4085,0.5718,0.4801,0.1741,0.4219,0.5921,14000
Walsh University,OH,3,39,3,1024,2032,0.7436,0.0714,0.0285,0.0079,0.003,0.001,0.0231,0.0423,0.0792,38912,6177,0.583,0.819,0.6128,0.25,0.5543,0.7136,22000
Heidelberg University,OH,3,39,3,1023,1123,0.7774,0.0846,0.0205,0.0134,0.0036,0,0.0356,0.0009,0.0641,40412,6248,0.488,0.8791,0.5233,0.2414,0.4776,0.833,19632
Malone University,OH,3,39,3,1017,1228,0.8029,0.1221,0.0277,0.0081,0.0024,0,0.0293,0.0057,0.0016,40045,6350,0.5333,0.7555,0.5424,0.4091,0.5167,0.7425,18243
Hiram College,OH,3,39,3,1017,974,0.6509,0.1653,0.04,0.0123,0.001,0.0041,0.0349,0.0185,0.0729,44396,6181,0.6068,0.7289,0.6233,0.4688,0.6435,0.7336,23251
Wright State University-Main Campus,OH,3,39,3,1016,11664,0.734,0.1177,0.0356,0.0273,0.001,0.0008,0.0407,0.0397,0.0033,21024,8953,0.3563,0.6955,0.4086,0.1757,0.4113,0.5322,13000
Bowling Green State University-Main Campus,OH,3,39,3,1012,13901,0.7733,0.0952,0.0439,0.0076,0.0014,0.0008,0.0355,0.0197,0.0225,23423,8544,0.5473,0.8419,0.5791,0.3845,0.558,0.6469,16750
Mount Saint Joseph University,OH,3,39,3,1011,1207,0.7912,0.1143,0.0066,0.005,0.0033,0.0017,0.0389,0.0041,0.0348,34904,6321,0.5249,0.7356,0.5592,0.2632,0.5433,0.6287,19000
Bluffton University,OH,3,39,3,1010,789,0.8251,0.0646,0.0393,0.0051,0,0,0.0406,0.0101,0.0152,43387,6097,0.4932,0.7849,0.5325,0.3548,0.5956,0.6604,19500
Muskingum University,OH,3,39,3,1009,1498,0.7904,0.0461,0.0234,0.0093,0.0027,0,0.0374,0.0367,0.0541,37883,9172,0.5388,0.7743,0.5364,0.2667,0.5362,0.7742,18127
Ursuline College,OH,3,39,3,1008,632,0.5807,0.2547,0.0269,0.0222,0,0,0.0475,0.0222,0.0459,39433,5899,0.5181,0.573,0.5686,0.4348,0.5,0.7374,22750
Wright State University-Lake Campus,OH,3,39,3,1005,1073,0.9171,0.0298,0.0214,0.0037,0,0.0009,0.0121,0.0103,0.0047,13695,9296,0.4178,0.7608,0.4337,0.5,0.3617,0.3895,13000
Ohio Dominican University,OH,3,39,3,1004,1169,0.58,0.2139,0.0359,0.012,0.0026,0,0.0462,0.0188,0.0907,43659,7228,0.3676,0.6879,0.4847,0.1975,0.4354,0.4981,19500
Youngstown State University,OH,3,39,3,1003,10147,0.7608,0.0988,0.0395,0.0115,0.0013,0.0006,0.0325,0.0188,0.0361,17436,8171,0.3046,0.7829,0.381,0.0888,0.3823,0.589,17250
Shawnee State University,OH,3,39,3,990,3365,0.8574,0.0597,0.0077,0.0051,0.008,0.0012,0.0238,0.0116,0.0256,19047,6663,0.2958,0.8162,0.3337,0.0769,0.2927,0.6382,11300
Mount Carmel College of Nursing,OH,3,39,3,990,926,0.8585,0.0788,0.014,0.013,0,0.0011,0.0227,0,0.0119,21410,6457,0.7324,0.45,0.7419,0.6667,0.6447,0.5958,20251
Lourdes University,OH,3,39,3,989,1114,0.702,0.114,0.0898,0.0045,0.0036,0.0018,0.0422,0.009,0.0332,31472,5570,0.2797,0.702,0.2903,0.1563,0.3438,0.7122,23236.5
Art Academy of Cincinnati,OH,3,39,3,970,201,0.7413,0.1493,0.0398,0.0149,0.01,0.005,0.0348,0,0.005,39180,5547,0.52,0.6707,0.5217,0,0.6809,0.8109,15361
Wilmington College,OH,3,39,3,964,1140,0.7798,0.1149,0.0175,0.0035,0.0044,0,0.0421,0.0105,0.0272,36345,5898,0.5563,0.8356,0.5638,0.4286,0.4709,0.8777,18112.5
Defiance College,OH,3,39,3,960,581,0.7728,0.0998,0.0671,0.0052,0,0,0.0344,0.0155,0.0052,43236,5663,0.4215,0.8193,0.4601,0.1034,0.4908,0.7944,18835.5
Lake Erie College,OH,3,39,3,946,750,0.728,0.1413,0.024,0.008,0.0067,0,0.032,0.0347,0.0253,41756,6681,0.4453,0.8327,0.4853,0.25,0.496,0.601,16819
Cincinnati Christian University,OH,3,39,3,945,652,0.6549,0.2316,0.0429,0.0107,0.0015,0.0092,0.0261,0.0169,0.0061,28966,5327,0.4138,0.7112,0.4615,0.25,0.2821,0.5982,13962
Notre Dame College,OH,3,39,3,942,1587,0.5835,0.2596,0.0473,0.012,0.0038,0.0025,0.0252,0.0384,0.0277,40166,5379,0.3455,0.6567,0.3939,0.2615,0.3661,0.684,16184
Urbana University,OH,3,39,3,908,609,0.5304,0.2693,0.0164,0.0066,0.0049,0.0033,0.0312,0.023,0.1149,33036,5419,0.3448,0.4718,0.4535,0.1923,0.3097,0.2296,20500
Central State University,OH,3,39,3,801,1705,0.0123,0.9425,0.007,0.0012,0.0006,0,0.0106,0.0053,0.0205,18643,6509,0.2565,0.863,0.25,0.2602,0.2496,0.8047,10750
University of Tulsa,OK,3,40,6,1308,3361,0.5662,0.047,0.0527,0.0434,0.0265,0.0018,0.0051,0.2395,0.0179,53667,10750,0.7292,0.8438,0.7678,0.5,0.7174,0.3364,19250
University of Oklahoma-Norman Campus,OK,3,40,6,1189,21082,0.6128,0.0489,0.0947,0.0617,0.0398,0.001,0.0767,0.0436,0.0207,25085,9449,0.6751,0.692,0.6934,0.5056,0.6979,0.3473,15000
Oklahoma City University,OK,3,40,6,1150,1777,0.5937,0.0529,0.0923,0.0281,0.0231,0.0017,0.0793,0.1261,0.0028,43811,7242,0.5905,0.6104,0.6154,0.5,0.6016,0.4857,18603
Oklahoma Christian University,OK,3,40,6,1113,1868,0.7345,0.0792,0.061,0.0332,0.0182,0.0011,0.0728,0,0,31504,5827,0.4889,0.978,0.5303,0.3929,0.4907,0.5365,16000
Oklahoma State University-Main Campus,OK,3,40,6,1101,20827,0.685,0.0483,0.07,0.0174,0.0458,0.0013,0.0927,0.0355,0.0041,22059,9073,0.6268,0.6811,0.6586,0.4224,0.6375,0.411,15000
Oklahoma Baptist University,OK,3,40,6,1065,1931,0.6908,0.059,0.0218,0.0124,0.0508,0.0021,0.1134,0.0331,0.0166,36162,6705,0.5652,0.8324,0.6093,0.2917,0.5195,0.5504,13403.5
Northeastern State University,OK,3,40,6,1010,6548,0.4864,0.0415,0.0571,0.0237,0.1761,0.0006,0.1868,0.0215,0.0063,15999,6568,0.2719,0.4626,0.3154,0.225,0.3437,0.4782,11650
University of Central Oklahoma,OK,3,40,6,1010,14531,0.568,0.0888,0.0971,0.0334,0.0368,0.0018,0.0957,0.0639,0.0145,18226,6680,0.3786,0.5907,0.375,0.2603,0.415,0.3896,11625
Oral Roberts University,OK,3,40,6,1010,2998,0.4907,0.1528,0.0957,0.024,0.026,0,0.0657,0.0757,0.0694,37123,7378,0.5654,0.6592,0.6178,0.5075,0.4775,0.593,22178.5
University of Science and Arts of Oklahoma,OK,3,40,6,994,806,0.5881,0.0347,0.0931,0.0074,0.0633,0.0012,0.1104,0.0931,0.0087,17212,5861,0.392,0.6571,0.4056,0.4,0.4828,0.4743,9328.5
Southwestern Oklahoma State University,OK,3,40,6,990,4272,0.6444,0.0435,0.0925,0.0208,0.0382,0.0007,0.0779,0.0574,0.0246,18125,6861,0.2815,0.6767,0.3128,0.0851,0.3751,0.6101,9215
Southeastern Oklahoma State University,OK,3,40,6,970,2989,0.537,0.0555,0.0609,0.0043,0.2359,0.0017,0.0743,0.0304,0,15342,7120,0.2519,0.4864,0.2543,0.2273,0.3225,0.1784,9738
Northwestern Oklahoma State University,OK,3,40,6,970,1841,0.6105,0.0684,0.0847,0.0065,0.0674,0.0043,0.0109,0.0788,0.0684,14626,5612,0.2565,0.5767,0.2786,0.087,0.3565,0.409,7637
Oklahoma Wesleyan University,OK,3,40,6,969,1166,0.6286,0.0858,0.0497,0.0111,0.0901,0.0034,0,0.048,0.0832,35827,5280,0.4432,0.6957,0.4828,0.1,0.3708,0.7152,16666
East Central University,OK,3,40,6,948,3249,0.5476,0.0351,0.0536,0.004,0.1351,0.0022,0.088,0.1086,0.0259,13380,5476,0.3409,0.7173,0.3488,0.3939,0.344,0.3677,9590.5
Randall University,OK,3,40,6,926,323,0.4737,0.1084,0.2384,0.0062,0.065,0.0031,0.0217,0.0681,0.0155,24839,3787,0.5192,1,0.7105,0,0.5,0.5886,6500
Southwestern Christian University,OK,3,40,6,904,742,0.4623,0.221,0.0916,0.0108,0.0458,0.0108,0.0256,0.0822,0.0499,20034,4681,0.3366,0.6437,0.3651,0.3125,0.3333,0.9024,13075.5
Bacone College,OK,3,40,6,826,990,0.1646,0.2848,0.1061,0.0394,0.2778,0.0051,0.0242,0.0303,0.0677,29200,4377,0.0863,0.7673,0.0897,0.1176,0.1141,0.7807,9500
Reed College,OR,3,41,8,1380,1376,0.5945,0.0218,0.117,0.0625,0.0036,0.0022,0.0799,0.0785,0.04,64386,10514,0.7802,0.8939,0.8008,1,0.7994,0.351,13245
Lewis & Clark College,OR,3,41,8,1290,2033,0.6586,0.0231,0.1053,0.06,0.0103,0.0049,0.0344,0.0512,0.0521,59318,9885,0.7882,0.9084,0.8135,0.4,0.7921,0.4389,19500
University of Portland,OR,3,41,8,1190,3762,0.5925,0.0122,0.1199,0.1217,0.0024,0.0186,0.0877,0.0266,0.0183,54114,8005,0.8176,0.9303,0.8183,0.8,0.8083,0.4681,20662
Oregon State University,OR,3,41,8,1127,24350,0.6538,0.0136,0.0912,0.0749,0.0054,0.003,0.0687,0.0676,0.0219,26189,9322,0.6333,0.6052,0.6538,0.375,0.6661,0.4702,17115
Pacific University,OR,3,41,8,1122,1848,0.5206,0.0195,0.1369,0.1223,0.0092,0.0238,0.1136,0.013,0.0411,54036,7934,0.5802,0.7305,0.5637,0.5714,0.6058,0.8321,21000
University of Oregon,OR,3,41,8,1111,19775,0.5888,0.0205,0.1109,0.0558,0.0053,0.0044,0.0718,0.1301,0.0124,24209,10017,0.7193,0.7365,0.7315,0.7024,0.7079,0.3818,16143.5
George Fox University,OR,3,41,8,1089,2682,0.6872,0.0142,0.1212,0.0418,0.0075,0.0052,0.0749,0.0276,0.0205,45298,7563,0.6352,0.7915,0.655,0.3,0.6549,0.7235,18750
Corban University,OR,3,41,8,1063,975,0.7662,0.0082,0.0297,0.0205,0.0092,0.0041,0.0831,0.0369,0.0421,41543,5806,0.5915,0.7524,0.5917,0.3333,0.5699,0.8023,18250
Oregon Institute of Technology,OR,3,41,8,1050,3610,0.7083,0.0222,0.0934,0.0654,0.0105,0.0055,0.0529,0.0188,0.023,21988,7270,0.4685,0.3406,0.4956,0,0.5,0.3893,15500
Portland State University,OR,3,41,8,1037,19057,0.576,0.0352,0.1299,0.0861,0.0132,0.0065,0.0622,0.0523,0.0389,21532,8730,0.4839,0.3481,0.4534,0.3962,0.469,0.4727,16250
Linfield College-McMinnville Campus,OR,3,41,8,1033,1603,0.5983,0.0193,0.1385,0.0518,0.0075,0.0069,0.1154,0.0306,0.0318,52357,7259,0.7027,0.8506,0.7209,0.5,0.7215,0.6841,21491
Southern Oregon University,OR,3,41,8,1020,4391,0.5898,0.0251,0.1155,0.018,0.0123,0.0059,0.0966,0.0305,0.1064,15190,7622,0.3878,0.547,0.3932,0.2778,0.4235,0.4281,15000
Concordia University-Portland,OR,3,41,8,987,1174,0.6056,0.0596,0.0341,0.0639,0.0034,0.0119,0.092,0.0256,0.1039,38473,6028,0.4395,0.5302,0.5033,0.2222,0.5625,0.6413,12500
Northwest Christian University,OR,3,41,8,971,559,0.746,0.0465,0.0733,0.0322,0.0394,0.0125,0.034,0,0.0161,37991,5600,0.5067,0.6045,0.5472,0,0.6,0.7317,15500
Western Oregon University,OR,3,41,8,953,4807,0.6345,0.0385,0.1415,0.0437,0.0171,0.0295,0.0008,0.0574,0.037,22574,6148,0.3888,0.5764,0.3878,0.3023,0.4921,0.7854,15693.5
